ID	Plate9-219	Plate3-437	Plate2-325	Plate3-440	Plate2-324	Plate3-431	Plate1-104	Plate2-328	Plate3-432	Plate4-433	Plate1-106	Plate9-218	Plate11-212	Plate1-108	Plate1-103	Plate2-330	Plate9-215	Plate2-329	Plate1-107	Plate9-216	Plate2-323	Plate2-322	Plate4-327	Plate11-211	Plate11-217	Plate1-109	Plate2-326	Plate2-321	Plate3-435	Plate1-110	Plate11-214	Plate3-436	Plate3-439	Plate1-102	Plate9-220	Plate3-434
Dose	0	0	0	0	8	8	8	8	16	16	16	16	31.25	31.25	31.25	31.25	62.5	62.5	62.5	62.5	125	125	125	125	250	250	250	250	500	500	500	500	1000	1000	1000	1000
A1BG_7930	1.06365	1.10826	0.186091	0.612444	0.481672	1.63001	0.0500399	0.500912	0.383417	0.143192	0	0.901922	0.385085	0.355498	0.147061	0.929549	0.817381	1.8402	0	0.894242	0.756107	0.750566	0.186091	0.600322	0.385085	0.32983	1.2131	1.22804	1.0272	0.294809	0.679373	1.39777	0.698849	0	1.52038	0.143192
A2M_7932	3.95026	3.31706	3.56765	3.37957	3.59027	4.63752	2.67611	3.95989	4.02412	3.96802	4.21903	2.8206	3.81182	3.31335	4.58423	3.4807	3.47026	4.46135	3.65109	3.10285	3.81901	3.62708	3.12121	4.44472	3.51751	3.20968	3.60116	3.03888	3.71406	3.27416	4.41134	3.58293	3.20725	4.24385	3.50604	3.43811
AADAC_7934	5.00631	5.03554	4.9492	5.05698	5.44661	5.44182	5.06731	5.16638	5.15054	5.17301	5.10391	4.9877	5.47206	5.32414	4.7128	5.26956	4.62026	4.88669	5.45433	5.11414	5.14776	5.27541	5.15048	5.20151	5.20671	5.17737	5.2815	5.32472	5.07451	4.97678	5.91928	5.3911	5.34703	5.08786	5.12341	5.17418
AARS_7935	11.0664	11.1313	11.178	11.1694	10.9003	10.8666	11.1483	10.855	11.3282	11.2531	11.2065	10.9264	10.8707	11.0334	11.2386	11.1973	11.2007	11.3384	10.9321	11.0337	11.0415	10.7715	10.9056	11.22	11.1732	11.0844	11.006	11.0348	10.8769	10.9842	10.7348	10.8331	11.0668	10.6071	11.0142	10.7865
AASS_7936	8.33463	8.43293	8.29986	8.02244	8.23542	8.20659	8.36137	8.32553	8.5784	8.15449	7.84673	8.34015	8.4194	8.25077	8.37459	8.57659	8.23868	8.52306	8.71391	7.91283	8.30979	8.11958	8.13924	8.38712	8.15371	8.22636	8.31188	8.39941	8.19168	8.07144	8.42682	8.39274	8.67623	8.59109	8.50918	8.48701
AATF_32691	3.24301	3.28338	3.57553	3.6631	3.76521	3.79545	3.61782	3.60595	3.65286	3.8294	3.42911	3.41229	3.3003	3.41278	3.64549	3.44164	3.46311	3.76546	3.29885	3.54731	3.678	3.49615	2.78403	3.56056	3.47723	3.51412	3.60254	3.55042	3.47748	3.5226	4.05686	3.77057	3.42863	3.31632	3.59708	3.00638
ABAT_32557	7.03703	7.07408	7.12577	7.08521	7.20051	7.11005	7.27448	7.208	7.07309	7.19872	7.29738	7.13646	7.10757	7.20352	7.03176	7.31058	6.84956	7.30183	7.15701	7.08636	7.18948	7.10677	6.91648	7.28705	7.00843	7.20458	7.13768	7.04212	6.94463	7.06639	7.32498	7.35105	7.33092	6.89368	7.29309	7.14254
ABCB11_33142	7.00231	6.8523	6.78861	7.10245	6.96517	7.33752	6.65352	7.32615	7.03762	6.57632	7.32408	6.93002	7.21106	6.8968	7.05658	6.68402	7.07387	7.19643	7.2945	7.25159	7.19463	7.03646	7.15357	6.86139	7.17475	6.85314	7.11188	7.24069	7.43542	7.26129	7.19439	6.9833	7.37817	6.74596	6.97237	7.13086
ABCB1A_7938	2.3752	2.44944	1.76817	2.02809	2.55385	3.14697	2.30319	3.35379	3.40877	2.84043	1.61355	2.58075	2.54236	1.76521	3.51741	3.71932	2.54899	1.36912	2.94061	2.96437	3.14418	3.12889	1.62639	3.58582	2.17557	2.774	3.23314	3.34406	2.56731	3.23911	2.51539	3.32573	3.31141	3.41358	2.52382	2.80036
ABCB1B_7939	0.116625	0.246373	0.384551	0.248509	0.382881	0.594258	0.00299218	0.0872999	0.235112	0	0.566782	0.431658	0.145882	0.00299218	0.271078	0.379761	0.1471	0.473288	0.503388	0.273381	0.0872999	0.0872999	0.0872999	0.483031	0.501129	0.28091	0.42009	0.796945	0	0.687953	0	0.987639	0	0.233476	0.339093	0.65562
ABCB6_7940	0.658608	0.689006	0.844971	0.693856	0.448252	0.367641	0.96755	0.48057	1.21862	0.523002	1.21692	0.902901	1.37891	0.87145	0.794757	0.832646	1.15646	1.24876	0.959423	0.767659	1.33823	0.688432	0.392046	1.09695	0.708457	1.11898	0.934477	1.33744	1.21863	0.618288	0.416437	1.40664	0.592708	0.163812	0.719412	1.01388
ABCC1_32904	1.3896	1.07296	1.47381	1.85751	1.34667	1.7038	1.77137	2.26608	1.46508	2.35359	2.02513	1.26378	1.98496	1.17729	1.77352	1.85905	2.53728	1.88383	2.16435	0.951635	1.64202	1.25764	2.04091	2.14341	2.34311	1.72521	1.81858	1.7972	2.17315	1.92622	1.55758	1.6417	1.61249	1.34233	1.20219	2.13881
ABCC2_32541	2.90363	2.60217	2.81883	2.21566	2.81133	3.50217	2.38432	2.89593	2.77945	2.70658	2.90197	2.7922	3.06082	2.13569	2.57159	2.79724	2.29708	2.24996	3.1619	2.82547	2.58155	3.25839	2.75938	3.24402	2.50896	2.79639	3.0264	3.10434	3.0804	2.73713	3.24993	2.55957	3.34978	2.93242	2.57584	2.9688
ABCC3_7941	1.61943	1.79652	2.14509	2.79725	2.61539	1.9186	1.71778	1.60019	1.74691	2.21947	2.20213	1.50034	2.05124	1.36364	2.08699	1.62373	2.50961	2.56022	1.90075	2.70303	2.41073	2.19676	2.40747	2.15358	2.9092	2.47028	1.6622	2.844	2.91442	2.41299	2.02667	2.33209	2.40064	2.02031	2.1607	2.11549
