Probe name	D0_rep1	D0_rep2	D0_rep3	D0_rep4	D1_rep1	D1_rep2	D1_rep3	D2_rep1	D2_rep2	D2_rep3	D3_rep1	D3_rep2	D3_rep3	D4_rep1	D4_rep2	D4_rep3	D5_rep1	D5_rep2	D5_rep3	D6_rep1	D6_rep2	D6_rep3	D6_rep4	D7_rep1	D7_rep2	D7_rep3	D7_rep4	D8_rep1	D8_rep2	D8_rep3	D8_rep4
PFOA DOSE (mg/kg)	0	0	0	0	0.156	0.156	0.156	0.3125	0.3125	0.3125	0.625	0.625	0.625	1.25	1.25	1.25	2.5	2.5	2.5	5	5	5	5	10	10	10	10	20	20	20	20
APOC3_32553	5.73098068330709	6.20643985977328	6.06794035443977	6.81760176953902	5.88423422928492	6.51761597464352	7.48560921503562	6.95461392007741	7.25796021090959	6.83536765750313	7.06036180297495	6.55422476626938	4.65378417534081	5.84070866999774	7.75272444272111	6.20346619799795	6.36840004803173	6.2574396460412	6.69615013339227	6.32572170128013	6.25878900008948	6.26409790150659	6.70380482973179	6.27385551606523	6.06536041408045	5.44324519293521	6.20403934229286	6.21071529377863	5.6450118456405	5.4308828836213	6.04046776166388
IFNB1_32501	0	0	0.0768719839668934	0	0	0	0	0.0760977024554419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0807317152681772
TAGLN2_9982	0.962860306634849	0.0482936022374161	0.407352866418105	1.02043623537483	0.39532229980529	0.585592071056873	0.69942678666092	0.690207431887202	0.116831604145162	0.700331578904319	0.676785341486997	0.345476719111972	0.764032317081952	0.263822596459531	0.580126583128834	0.894251648852505	1.06036351674684	0.0422153988994381	0.60700439467923	0.433672482514873	0.662964788950067	0.221646775154448	0.982233523910784	0.941111493114988	0.579237748954341	0.35389011945701	0.644968990557579	0.180420358741826	0.553928242587575	0.600914310437111	0.961689297811178
THBD_32575	0.622328313270906	0.667508229414603	0.681250829054963	0.708398494175081	0.0247571703517046	0.787150872307269	0.409121625957421	0.462371071798657	0.833088322761053	0.260176741187759	0.304192041781632	0.198645080164402	0.34622651243373	0.704295710251845	0.42146752525245	0.785741057275828	0.441074411628842	0.613984542754137	0.183781219969441	0.563102291907379	0.549210717522513	0.251780144676948	0.557965378823413	0.412433250802006	0.389475039401614	0.555863328990847	0.434021218995264	0.038276058512641	0.529199452272894	0.538060458451066	0.687195695476558
ESM1_32480	0.133180212272592	0	0.0829110978911099	0.174502408225149	0	0.19958874265738	0	0	0.162479965134726	0	0.109901873542918	0.0631238671985458	0.182796675645972	0	0.160969293854385	0.131587402510078	0.155057693949677	0.195432924957768	0	0.137829098514403	0.126145800955245	0.131593251544337	0.0762387623178969	0	0.160487753789766	0.151905397501077	0	0	0	0.178203938094556	0.128904806775623
FSHB_33074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SELE_32346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR12_10166	1.83049773182373	1.76580182123372	2.4412630893373	1.90137101207677	1.48460255959465	1.33249447130987	2.6830222107558	2.02286485892561	1.42591052912191	1.60569985183761	1.99769291340402	2.28267012355338	2.02070025839995	2.24578080292518	2.02950441625377	1.96865905151839	2.289384828026	2.54852008969501	1.98479547101459	2.39044765545519	1.67398867073132	2.11468911194911	1.36074298591397	2.36264682766632	2.24695926499741	1.67422873377005	2.23726935776159	2.21134475168026	2.02968745226724	2.1541845901502	2.13788568441788
CASP8_32959	1.03713983508859	0.947600950897834	1.19357456200656	1.04384218925901	0.778774247674247	1.68129208077519	1.32062253408266	1.51376961761351	0.864348197765849	1.44725260879543	1.0165386703722	1.37014325644966	1.06858226381628	1.46892022942981	0.821750543263642	1.2289872411304	1.12323352758993	1.39183635317222	1.06904713633715	1.62778976100287	1.0470824652581	1.34181450258845	1.31391637505038	1.50587239637841	1.05680392745164	1.00855645905954	1.38249731357747	1.56893931302999	0.663437071338057	1.01312882116357	0.704311499443012
