Probe name	D0_rep1	D0_rep2	D0_rep3	D0_rep4	D1_rep1	D1_rep2	D1_rep3	D2_rep1	D2_rep2	D2_rep3	D3_rep1	D3_rep2	D3_rep3	D4_rep1	D4_rep2	D4_rep3	D5_rep1	D5_rep2	D5_rep3	D6_rep1	D6_rep2	D6_rep3	D6_rep4	D7_rep1	D7_rep2	D7_rep3	D7_rep4	D8_rep1	D8_rep2	D8_rep3	D8_rep4
PFOA DOSE (mg/kg)	0	0	0	0	0.156	0.156	0.156	0.3125	0.3125	0.3125	0.625	0.625	0.625	1.25	1.25	1.25	2.5	2.5	2.5	5	5	5	5	10	10	10	10	20	20	20	20
APOC3_32553	6.04163423039533	6.78349117073143	6.12554715853872	6.59806717798215	5.79332837473834	6.49417877860683	6.95769750077922	6.8666274671557	6.94581304847841	6.40688159035663	6.68296364351147	6.78623087592451	5.73035885492025	5.95353277030688	5.31000866419261	6.46481613507742	5.99073174428098	7.00517062873023	6.744723415	7.32966164080467	7.69665206240914	5.56729918444803	6.58731813960184	5.32569606407016	7.2264507387237	8.0278630877344	6.4701138384074	6.13239967854109	5.92255748976212	7.25054998857108	6.33574644351486
IFNB1_32501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0819361708877547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAGLN2_9982	0.570501497734583	0.38169053575775	0.966440886103743	0.285548803147069	0.480009176434634	0.692134155122048	1.06719243159311	0.331952989618497	0.492568019109289	0.526434836858844	0.338497807293359	0.845570750576178	0.229374939180574	0.163676521915137	0.327939936270172	0.307614165464668	0.637247130716848	0.186323876460719	0.766645519374907	0.240135483846856	0.738015490616458	0.685361169482284	0.70746215774054	0.546562848292858	0.822325493887075	0.903565888498081	0.462184046043436	0.401911794494849	0.551977207080149	0.448098263685877	0.135027416088556
THBD_32575	0.421240800709466	0.987581149830512	0.512028172029749	0.184976417556689	0.427582608029387	0.628287332319324	0.552501789600793	0.265658268632747	0.405518669784755	0.466063506461104	0.844172456378758	0.576352110844968	0.574025986389555	0.522965617650813	0.325197790139076	0.644667677209439	0.767262619488046	0.850637749192626	0.744429221693992	0.773263700363714	0.539558102090414	0.161696242805939	0.109008103892666	0.734103099236165	0.378310532412252	0.518754090188602	0.124372873460443	0.228967909522525	0.218339978030072	0.384162537991164	0.395247608653733
ESM1_32480	0.122375967326049	0.205863656419275	0	0	0	0	0	0.146749158330061	0	0.107999195340761	0.0768059035064321	0.120966617122453	0	0.134675199755943	0	0.122188593859345	0	0	0.0986159235761009	0.0981179450215408	0.0616833730721459	0.187697612666101	0	0.18046029783211	0	0.158614614447527	0.212886643963336	0.152274663257272	0.152428924345926	0.157608412189141	0
FSHB_33074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SELE_32346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR12_10166	1.84476068357616	1.46876402027154	2.47068285074082	1.67727973175446	2.18241590706126	2.11516338772177	1.82818479546399	2.2198910271611	2.46737817973488	1.429398159438	2.07562606450541	2.63367413235219	2.33382012965268	2.33327699995117	1.93880531912779	2.22014488716612	2.34133179347922	1.85290839254004	2.10160984705385	1.96775098988057	2.4503654169719	2.05800338273278	2.00163628557438	1.7042038419992	1.403650921373	2.52548062458953	1.99887031674798	2.53025563047509	2.2642547475284	2.46356076952262	2.10097877740347
CASP8_32959	1.26519751675773	1.33798278177586	0.861687759379074	0.681679675855773	0.904177391922476	0.738635540323044	1.09081865396153	0.870030561411913	1.21438705833583	0.536576791357349	1.18075117180694	1.04530513651628	1.51048615717511	1.00268683637829	0.811692027177299	1.58717402402845	1.60036024142126	1.77692408313553	1.27609525684028	1.11260329709053	1.14733879434344	0.959991871717086	0.985978804049878	1.22625115330176	1.06733350256622	0.695863956734851	1.06833228457294	1.1516730729319	1.08417853307888	1.07695114141382	1.54678796651751
MDM2_9214	3.68351892012797	4.3723067637166	3.96979053546517	4.05760378496098	3.39324871584233	3.81155559793457	4.03218272852739	3.4373365377611	3.82941372555421	4.22525598165256	3.83971392529453	3.60656543219594	3.73203808589227	3.78510830303264	4.1249244592036	3.90039289201602	3.64705959631489	4.03366425596129	3.47856280534013	3.9174333569308	3.85256337123863	3.92354710364055	3.65667221514929	4.20485208036007	3.6952206683792	4.43896641885833	3.99848994964227	3.83474424400371	4.07796949328767	4.09272111144373	3.78604113045532
