Probe name	D0_rep1	D0_rep2	D0_rep3	D0_rep4	D1_rep1	D1_rep2	D1_rep3	D2_rep1	D2_rep2	D2_rep3	D3_rep1	D3_rep2	D3_rep3	D4_rep1	D4_rep2	D4_rep3	D5_rep1	D5_rep2	D5_rep3	D6_rep1	D6_rep2	D6_rep3	D6_rep4	D7_rep1	D7_rep2	D7_rep3	D7_rep4	D8_rep1	D8_rep2	D8_rep3	D8_rep4
PFOA DOSE (mg/kg)	0	0	0	0	0.156	0.156	0.156	0.3125	0.3125	0.3125	0.625	0.625	0.625	1.25	1.25	1.25	2.5	2.5	2.5	5	5	5	5	10	10	10	10	20	20	20	20
APOC3_32553	5.16083314727221	6.98055963724195	6.60417371667219	7.0754888830542	6.35128026294991	5.93198701655176	6.7357871130001	7.67222517814682	5.82011355797533	5.37095360947777	6.38029809847365	6.37770563999385	6.14906447278674	7.0002487919062	5.30726543207108	7.24632159822973	7.0791219727247	5.97671741169866	5.9685148474949	7.22009931698514	6.21173466131265	5.96350028382166	7.22223780220167	6.20162110054753	6.53134322079685	6.95675668760189	5.83484123825718	5.26196685267432	7.04035146498123	6.25334777415945	5.98191915500321
IFNB1_32501	0	0	0	0.0731467091342873	0	0.0690016408884222	0	0	0	0	0	0	0.0810530044867353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0702926737721378	0	0	0
TAGLN2_9982	0.655836896688246	0.54976925262727	0.365687860318187	0.539948711948406	1.05565919403574	0.0459627249762817	0.724168415508676	0.615441223146056	0.184321781242	0.00553717538388177	0.205225759291924	0.101554008957849	0.314102693555265	0.806588022314225	0.390786335583788	0.185493556148906	0.790171100270589	0.391798789203979	0.793464015267927	0.356535863173316	0.80752468637281	0.679356523070709	0.457268739534745	0.731392807692201	0.776746944515425	0.471766189882566	0.426544071825086	0.551016207808101	0.620029329438538	0.879815017575239	0.253621025110212
THBD_32575	0.441768224048179	0.734683378098956	0.336925083331732	0.676776458965297	0.852180182611416	0.757655010148788	0.35670403681784	0.5284004417264	0.54460878449906	0.752405335659265	0.55418928688813	0.533786012910485	0.507006614018128	0.234441722901645	0.491389894432159	0.131044507572956	0.798775202808481	0.555017850523116	0.740705348710002	0.563414377689863	0.665862939576916	0.539724505112001	0.509379633057336	0.522823693860479	0.576361565250687	0.12029189192011	0.596525694315166	0.697305097974148	0.587754214132907	0.667734000443725	0.270973743678896
ESM1_32480	0.210899960745348	0.167542686431417	0.110060865659606	0	0.118789910034594	0	0	0	0.248792977941256	0.130116630939285	0	0	0	0.101889505575286	0.0996386764555825	0.18251150619507	0	0	0.13670734439016	0.127298602476518	0.187811967773337	0.144545184230676	0.139639009321774	0	0	0	0.0968404669660715	0	0	0.274136036896719	0.136989923675397
FSHB_33074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SELE_32346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR12_10166	1.95119454686657	2.50557166226975	1.29263450112655	2.41924016498691	1.9337141916967	1.52380665640649	1.35612513784338	1.75795814687504	1.97985871805634	2.36966468998622	2.38994471816825	1.9202503647339	2.26995898070944	1.89562464203973	1.90014466891967	2.01962241932982	2.37661523313073	2.12228785932903	1.33248411011681	1.98300940753873	1.7149215149775	2.41541719847162	1.32709901187688	2.20012923005842	1.87951067889233	1.78862164854381	2.11729010794431	2.51730835918353	2.60092302847886	2.36074683415584	2.41411739341842
CASP8_32959	1.26913604670214	1.28792128091948	1.21091325005854	1.92996773621379	0.88048453912009	1.06032312466325	1.16708124993739	1.13901977998197	0.613395183869853	1.15477240922858	1.20871527467765	1.49124802046407	0.931982487445658	0.541947968731016	0.823551382568063	1.16906006663315	1.14118934030985	1.22516262870483	1.64608261245836	1.82717608111053	1.2895405469899	0.924501978871545	1.76644376602526	0.984527987568903	0.634968074669613	1.25330079956366	1.17197199218737	0.658251049298616	1.00940332966432	0.977288959026141	1.19975524111284
