Probe name	D0_rep1	D0_rep2	D0_rep3	D0_rep4	D1_rep1	D1_rep2	D1_rep3	D2_rep1	D2_rep2	D2_rep3	D3_rep1	D3_rep2	D3_rep3	D4_rep1	D4_rep2	D4_rep3	D5_rep1	D5_rep2	D5_rep3	D6_rep1	D6_rep2	D6_rep3	D6_rep4	D7_rep1	D7_rep2	D7_rep3	D7_rep4	D8_rep1	D8_rep2	D8_rep3	D8_rep4
PFOA DOSE (mg/kg)	0	0	0	0	0.156	0.156	0.156	0.3125	0.3125	0.3125	0.625	0.625	0.625	1.25	1.25	1.25	2.5	2.5	2.5	5	5	5	5	10	10	10	10	20	20	20	20
APOC3_32553	7.50448996448797	6.78283803173902	6.52055848712754	6.76152289929652	7.05431031272703	6.2451134335549	7.04875775241081	6.67999708719251	5.46247028699583	7.3602731624052	6.35767566310155	7.12494565146927	6.37750901108903	6.3934117783298	5.61514237604842	6.5626064932986	5.43062447182552	5.67597513823038	6.62292170579014	6.39460507446251	6.86482607281227	5.8747444493163	5.91263617076562	6.4198501239406	5.91620456218887	6.11856604901616	6.14004158033859	6.11964263378165	7.08469455209455	6.40503921922195	6.13988396036912
IFNB1_32501	0	0	0	0	0.078713236031384	0	0	0	0	0.0773877877183794	0	0	0	0	0.0756870483394253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAGLN2_9982	0.717350519608302	0.694851415523446	0.673680431950538	0.392726557340651	0.63642431174381	1.08142359425036	0.449025136342844	0.446700839073445	1.04064022783977	0.699692248299064	0.163677675105349	0.0147115547654415	0.562679128889672	0.396279809299668	0.743685119691942	0.697060310351625	0.302353913444853	0.51583518295446	0.303209675355477	0.422592154196763	0.557664284069765	0.799264068703459	0.570216680601115	0.466144883780636	0.100633322232704	0.692538354425469	0.720422349878902	0.288866168296727	0.613684149949019	0.428490793478833	0.92246689299038
THBD_32575	0.4842983388226	0.791380441737523	0.03079498553307	0.369115508087729	0.421722398205321	0.455613360489707	0.727071374743283	0.441736708439373	0.480150718114949	0.442102749439616	0.487453670505896	0.503514129450091	0.856607732400555	0.233921920885661	0.868541304684972	0.715612649651305	0.0841797949415978	0.289720701044648	0.271128682299682	0.72614023608572	0.444620148776868	0.602141815505468	0.605444003006998	0.529934537185443	0.795957959855364	0.399204531929384	0.456420274405221	0.244932982339873	0.421066253962525	0.687665462337277	0.378472374780073
ESM1_32480	0.181853904155071	0.119659890612014	0.122722951201113	0.112175470285109	0.11639726358296	0.271489027761259	0.0875748846231178	0	0.145310192750866	0.200513783070875	0	0.0748191795557591	0.259751305469038	0.123165760338274	0	0	0.157652336110708	0	0	0.160495299726567	0	0	0	0.14105174462046	0.0410995930645107	0.153766767047954	0.193426308302716	0.157206333556332	0.083661565076821	0.0826004086427437	0
FSHB_33074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SELE_32346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR12_10166	1.95014419928554	2.48634845885207	1.74265807538778	1.64610731312987	2.64670499311207	1.57297979774669	1.68383468709743	2.47634662562338	2.10469640799704	1.96891220354373	2.73374092288851	1.07675353633289	2.40740528797631	2.53465150720921	2.66785807160879	2.32401889589869	1.70862048906588	2.36549110070644	2.4330164725684	2.63201825816477	2.22943093554307	2.8355466139871	2.11067277941683	2.51173992939984	1.52150048196054	2.14561663706259	1.32355993185927	2.06284340189455	2.04641901120791	2.1731319339783	2.36209170718524
CASP8_32959	0.832157741478302	1.16838030263115	0.88852602596312	0.646651084581051	1.30101960533007	1.49843996262361	1.33211252499291	1.40807582247261	0.980820172185812	1.35239422493263	1.13868730628981	1.62876581950769	1.17735824798207	1.0928830312193	1.27385531765874	1.36670628332135	1.04914509230379	0.750349941918506	1.5396025941812	1.2639043391581	1.25819655238451	1.12982770807981	1.10419843709814	1.41732897526173	1.48197423999321	1.36247644314245	1.37680075556719	1.08037523717518	0.860622377507937	1.11936116779484	1.02957561981463
MDM2_9214	4.10660204089955	4.03274287453433	3.92495402184385	3.84493868546021	4.14055307146931	3.84359802213626	3.83852461865585	3.68186177129083	4.01539418072328	4.43151431880187	4.01009560296761	3.91448049902117	4.01893314927783	4.34433388179852	3.75510428245453	4.23834788205863	3.79033412516182	4.35640489239815	3.8849249596116	3.90748201900865	3.84123228227455	3.6917511347792	3.72725770756012	4.23264547385546	4.09501932861505	3.84039770163289	3.90178113199374	3.93024626440333	3.76681513842844	3.9167429621001	4.00695715935602
LOC102549198_33139	0.249601937975867	0.0682748708904492	0	0	0	0	0	0.146041338695869	0	0	0	0	0	0	0.113239782428103	0.0617283444592313	0.352651903796401	0	0	0.136433859615539	0	0	0	0.212391032653078	0	0.0560298291519547	0.231455187702621	0	0	0.156163810005676	0
CYP2B3_32867	9.79773711764948	9.61570887391351	9.20858040696593	9.5591758294993	10.4833700863709	10.0294509272356	9.51255397061917	9.8521800407261	9.37236333835664	9.31811792785864	9.54365971648565	9.77747850600831	9.72381224116302	9.04534490249181	8.94681568822395	9.28199524234721	9.74358296118974	9.45574290623051	8.94721050225856	9.42686754636851	10.155421948426	9.50274572998266	10.0611835893208	9.9555359625843	9.39281806635659	9.24611779225517	9.23937190446294	9.76041806126723	10.2165421736985	9.2176429074512	9.91035207196694
IL36B_33203	0.655075006548136	0.424721845617318	0.544419410145122	0.39865019537319	0.649029959399371	0.0776263867383554	0.483879015790024	0.774933264707492	0.453384929889498	0.422832812882378	0.667916840868399	0.29511513757898	0.499845569665972	0.224539008520008	0.367066285864401	0.163503149199272	0.274519474317921	0.221085042241088	0.41656609542634	0.770693602707836	0.340877369078435	0.311713938553326	0.490486738537966	0.723708699590036	0.471012124878957	0.276219867413438	0.746005052347635	0.417460646079726	0.456921831394018	0.199346666581588	0.639051230143977
RATNP-3B_33299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAD51C_9650	0.390609049716188	0.940130987586166	1.1210989191982	0.913485353500281	0.859512938673339	1.21419084798546	0.831476467185656	0.847004300133873	0.633440520651924	0.13673750565781	0.535035164761256	1.017786267621	1.2221390155193	0.201808225061666	0.638960988137184	1.09110401659509	0.877115033112328	0.985614691599069	1.14546976921216	0.839393878892859	0.791192731804006	0.651876617859135	1.4002289629926	1.06349452475198	0.732724448045989	1.16923595209426	1.55480366244444	0.344150801135802	0.972165154479923	0.672961774903759	0.573419400976603
S100A13_9771	0.872413166911776	0.411786942415032	0.758559992829243	0.348103138778041	0.646275749650793	0.858292146003953	0.288672966762611	0.66914377421023	0.238208118422411	0.685469179050741	0.543867763041646	0.310222840611653	0.814031324636917	0.908867085245475	0.592305399859248	0.389974590511697	0.60775601019822	0.938532030278176	0.552898959580598	0.916494396489952	0.609869892608809	0.288214859273563	0.764407579796834	1.08899061473931	0.685682000435128	0.739591125584257	0.814533096782889	0.406923753551818	0.785757717200051	0.466873567805301	0.255320078498024
PLA2G2A_32641	0.829699011251447	1.00761780638299	1.16065924306095	0.671881478867357	1.80841905371984	0.871325585465318	0.66948927528548	1.477774229078	0.974190740396413	1.11803302131329	0.1047836291899	0.786645402165485	1.37295978238677	0.35430537968979	1.05564857097292	0.475758406749891	1.02418569576451	1.97358701267154	0.89973881866067	1.51569382746229	0.955271111147265	0.412642758939792	0.808926430881133	1.02037805210392	1.2133823714965	0.410616540465646	1.2531790420167	0.553951331238714	1.56749579241412	1.79943756687764	0.934731093740103
SOX2_9919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP4A1_33111	6.62489845074012	5.75967972075184	5.7317897655035	6.3884472844736	6.49686321908741	5.74950297915848	6.1399046426327	5.86276937954162	5.93505732798833	6.33128573915789	6.86302898900965	6.15974709812946	6.11317662805661	6.35960666583561	5.95719822840257	6.13355846904508	6.1624842101172	6.14316092848449	6.56731208533157	6.60340162271824	5.92825457975121	6.41122976514511	5.59248783929044	6.9453064476687	6.46040947171582	5.70906201171984	6.5288319313699	6.03760320650568	6.55430770933294	5.76096478405897	5.97649806018521
PLOD3_9507	0.0908512645363198	0.431956882936674	0.521960145310212	0	0.103316939639606	0.323603623808421	0.149827037446882	0.202716972014495	0.022767284959387	0.473067587993481	0.246716127050199	0.116504141614621	0.221032992195451	0.167053525822162	0.294233731861936	0.327393337215866	0	0.452389371465366	0.283736609789713	0.316282722224854	0.384302711516528	0	0.18862712061415	0.0382319845596739	0.545139150762915	0.283386580770116	0.420676894757704	0.278142864026652	0	0	0.31375713977974
SPHK1_32682	0	0	0	0	0.0471606340078021	0.0633156825759739	0.0755131981310557	0	0	0	0	0.0558874722217469	0	0	0.0499021335637949	0	0	0	0	0.0840863095521305	0	0	0.088023566496097	0.0723760584988837	0	0	0	0	0	0	0
